Tiempo,TempA,TempB
2803.2,20.7263,2.68297
2803.3,20.7179,2.68235
2803.4,20.7056,2.68627
2803.5,20.7065,2.6669
2803.6,20.7156,2.68972
2803.7,20.7029,2.69256
2803.8,20.6794,2.6529
2803.9,20.7015,2.67678
2804,20.6937,2.66924
2804.1,20.7276,2.67786
2804.2,20.6997,2.69699
2804.3,20.7093,2.67797
2804.4,20.7142,2.67453
2804.5,20.691,2.6904
2804.6,20.6904,2.69221
2804.7,20.6851,2.69078
2804.8,20.6947,2.70056
2804.9,20.7124,2.69834
2805,20.6949,2.69035
2805.1,20.7364,2.67552
2805.2,20.694,2.67248
2805.3,20.6906,2.68826
2805.4,20.7081,2.67022
2805.5,20.6858,2.67627
2805.6,20.6996,2.66989
2805.7,20.6964,2.68046
2805.8,20.7083,2.68568
2805.9,20.6756,2.68403
2806,20.6613,2.67327
2806.1,20.6912,2.67203
2806.2,20.6847,2.68405
2806.3,20.6851,2.6747
2806.4,20.6849,2.65963
2806.5,20.6732,2.66897
2806.6,20.6831,2.688
2806.7,20.6993,2.67428
2806.8,20.6677,2.6924
2806.9,20.6662,2.68908
2807,20.6889,2.69256
2807.1,20.6828,2.6731
2807.2,20.6926,2.67876
2807.3,20.6932,2.67706
2807.4,20.6597,2.68757
2807.5,20.6819,2.68584
2807.6,20.6739,2.6529
2807.7,20.6811,2.66333
2807.8,20.6846,2.70189
2807.9,20.6957,2.67967
2808,20.6555,2.65873
2808.1,20.6761,2.68808
2808.2,20.68,2.68081
2808.3,20.6795,2.67794
2808.4,20.6674,2.68756
2808.5,20.6869,2.6723
2808.6,20.6881,2.66628
2808.7,20.6632,2.70772
2808.8,20.6831,2.70567
2808.9,20.6686,2.67622
2809,20.6527,2.67964
2809.1,20.6966,2.67463
2809.2,20.6942,2.67895
2809.3,20.681,2.68908
2809.4,20.6645,2.67884
2809.5,20.6735,2.63272
2809.6,20.6731,2.68745
2809.7,20.6761,2.66485
2809.8,20.6522,2.69007
2809.9,20.6826,2.67678
2810,20.6954,2.6486
2810.1,20.6322,2.68054
2810.2,20.6432,2.68387
2810.3,20.6655,2.69069
2810.4,20.66,2.6723
2810.5,20.6701,2.65687
2810.6,20.6601,2.68773
2810.7,20.6704,2.66196
2810.8,20.677,2.69175
2810.9,20.6606,2.67124
2811,20.653,2.66798
2811.1,20.654,2.67041
2811.2,20.6551,2.66521
2811.3,20.6531,2.66324
2811.4,20.6753,2.65901
2811.5,20.6477,2.67219
2811.6,20.6592,2.68134
2811.7,20.657,2.66968
2811.8,20.6575,2.68422
2811.9,20.6288,2.6652
2812,20.6674,2.68495
2812.1,20.6407,2.67111
2812.2,20.6342,2.66136
2812.3,20.637,2.67838
2812.4,20.6263,2.67427
2812.5,20.6414,2.68054
2812.6,20.6492,2.674
2812.7,20.6431,2.66906
2812.8,20.6284,2.66987
2812.9,20.6387,2.64869
2813,20.6343,2.67303
2813.1,20.6201,2.66423
2813.2,20.6502,2.68037
2813.3,20.6458,2.67157
2813.4,20.6408,2.6723
2813.5,20.6427,2.66871
2813.6,20.6608,2.69187
2813.7,20.6571,2.68654
2813.8,20.6294,2.68745
2813.9,20.6343,2.65211
2814,20.6371,2.67543
2814.1,20.6471,2.69634
2814.2,20.6508,2.67632
2814.3,20.6342,2.6887
2814.4,20.652,2.67508
2814.5,20.6296,2.69743
2814.6,20.6517,2.6609
2814.7,20.6212,2.71167
2814.8,20.6227,2.69661
2814.9,20.6331,2.68002
2815,20.6249,2.63712
2815.1,20.6278,2.66073
2815.2,20.6518,2.6731
2815.3,20.6415,2.69205
2815.4,20.6261,2.67705
2815.5,20.6349,2.6891
2815.6,20.6521,2.69472
2815.7,20.6295,2.69284
2815.8,20.6194,2.68449
2815.9,20.6313,2.68178
2816,20.6406,2.66906
2816.1,20.6295,2.68547
2816.2,20.6301,2.67973
2816.3,20.6302,2.68189
2816.4,20.6419,2.67578
2816.5,20.6169,2.68064
2816.6,20.6183,2.68575
2816.7,20.6201,2.67014
2816.8,20.6379,2.67435
2816.9,20.591,2.68683
2817,20.6063,2.68262
2817.1,20.6307,2.66492
2817.2,20.6197,2.69154
2817.3,20.6242,2.69794
2817.4,20.6118,2.66089
2817.5,20.6127,2.68262
2817.6,20.5997,2.67462
2817.7,20.6008,2.68134
2817.8,20.6045,2.68083
2817.9,20.6164,2.6651
2818,20.6368,2.67453
2818.1,20.6273,2.66717
2818.2,20.6084,2.67527
2818.3,20.6173,2.67103
2818.4,20.6295,2.67032
2818.5,20.6171,2.66046
2818.6,20.5987,2.68727
2818.7,20.612,2.68313
2818.8,20.6114,2.68694
2818.9,20.5983,2.6617
2819,20.6245,2.67417
2819.1,20.6111,2.67382
2819.2,20.6093,2.68388
2819.3,20.6231,2.67362
2819.4,20.5808,2.68864
2819.5,20.5761,2.68926
2819.6,20.6118,2.68332
2819.7,20.5729,2.65409
2819.8,20.6246,2.6757
2819.9,20.6232,2.68388
2820,20.6381,2.66825
2820.1,20.5967,2.6958
2820.2,20.6008,2.68422
2820.3,20.5715,2.68746
2820.4,20.5981,2.69659
2820.5,20.5726,2.64988
2820.6,20.5833,2.69382
2820.7,20.5862,2.68034
2820.8,20.6003,2.68943
2820.9,20.5924,2.66736
2821,20.5842,2.67946
2821.1,20.6203,2.69545
2821.2,20.6223,2.67524
2821.3,20.581,2.67622
2821.4,20.5808,2.65819
2821.5,20.5752,2.6462
2821.6,20.6207,2.68851
2821.7,20.6061,2.65085
2821.8,20.5955,2.67865
2821.9,20.5628,2.68522
2822,20.5904,2.67122
2822.1,20.5963,2.66798
2822.2,20.5985,2.66009
2822.3,20.5908,2.64858
2822.4,20.5957,2.64996
2822.5,20.566,2.65965
2822.6,20.5789,2.6764
2822.7,20.603,2.66289
2822.8,20.5915,2.65211
2822.9,20.5974,2.68083
2823,20.5839,2.69743
2823.1,20.593,2.67433
2823.2,20.6069,2.66635
2823.3,20.5673,2.65292
2823.4,20.5701,2.67103
2823.5,20.57,2.68711
2823.6,20.5821,2.62958
2823.7,20.6012,2.67695
2823.8,20.5906,2.69715
2823.9,20.5567,2.67929
2824,20.5765,2.68727
2824.1,20.5709,2.65176
2824.2,20.571,2.6634
2824.3,20.545,2.66403
2824.4,20.5548,2.65489
2824.5,20.5459,2.67435
2824.6,20.5747,2.70442
2824.7,20.5718,2.6921
2824.8,20.5585,2.68046
2824.9,20.5468,2.67838
2825,20.5599,2.68206
2825.1,20.567,2.64518
2825.2,20.5612,2.64735
2825.3,20.5668,2.68978
2825.4,20.5819,2.695
2825.5,20.565,2.66835
2825.6,20.5789,2.68154
2825.7,20.538,2.66232
2825.8,20.5744,2.673
2825.9,20.5753,2.65345
2826,20.5872,2.70101
2826.1,20.5828,2.67535
2826.2,20.5543,2.65328
2826.3,20.555,2.6967
2826.4,20.5697,2.66943
2826.5,20.5494,2.65749
2826.6,20.5578,2.65946
2826.7,20.5453,2.66205
2826.8,20.5549,2.66657
2826.9,20.557,2.66879
2827,20.5381,2.65919
2827.1,20.5552,2.65731
2827.2,20.5636,2.66108
2827.3,20.5212,2.65766
2827.4,20.5683,2.6505
2827.5,20.5639,2.65579
2827.6,20.5262,2.6555
2827.7,20.5302,2.64977
2827.8,20.5439,2.67876
2827.9,20.5381,2.6626
2828,20.5742,2.67929
2828.1,20.5625,2.65614
2828.2,20.559,2.65487
2828.3,20.5398,2.67411
2828.4,20.5615,2.6529
2828.5,20.51,2.66233
2828.6,20.5333,2.66458
2828.7,20.5325,2.65773
2828.8,20.5386,2.67211
2828.9,20.5459,2.66233
2829,20.5552,2.66135
2829.1,20.5357,2.67129
2829.2,20.5255,2.67552
2829.3,20.563,2.64914
2829.4,20.5421,2.65391
2829.5,20.4991,2.66787
2829.6,20.5384,2.66458
2829.7,20.524,2.67786
2829.8,20.5497,2.67246
2829.9,20.5233,2.6747
2830,20.5465,2.65057
2830.1,20.5076,2.66295
2830.2,20.5447,2.6686
2830.3,20.5435,2.66952
2830.4,20.5503,2.67724
2830.5,20.5532,2.67519
2830.6,20.5404,2.67535
2830.7,20.5325,2.67354
2830.8,20.5392,2.66305
2830.9,20.5413,2.6479
2831,20.544,2.66719
2831.1,20.5431,2.67543
2831.2,20.516,2.64554
2831.3,20.5206,2.68164
2831.4,20.5283,2.67587
2831.5,20.5276,2.67373
2831.6,20.4922,2.66258
2831.7,20.54,2.67175
2831.8,20.5004,2.66412
2831.9,20.5202,2.67598
2832,20.5159,2.66879
2832.1,20.5139,2.66412
2832.2,20.5078,2.6627
2832.3,20.5069,2.67465
2832.4,20.5186,2.66521
2832.5,20.53,2.66124
2832.6,20.5248,2.66447
2832.7,20.4913,2.67911
2832.8,20.5131,2.6749
2832.9,20.5234,2.66179
2833,20.508,2.66889
2833.1,20.5328,2.64025
2833.2,20.5092,2.65919
2833.3,20.4834,2.65614
2833.4,20.4982,2.65131
2833.5,20.498,2.67192
2833.6,20.4964,2.65487
2833.7,20.4876,2.67327
2833.8,20.5324,2.65147
2833.9,20.5224,2.66941
2834,20.5133,2.66611
2834.1,20.5071,2.6861
2834.2,20.5029,2.66357
2834.3,20.5107,2.66816
2834.4,20.509,2.66851
2834.5,20.5036,2.66628
2834.6,20.483,2.65657
2834.7,20.5178,2.69796
2834.8,20.4888,2.66385
2834.9,20.4886,2.63037
2835,20.5099,2.6634
2835.1,20.4961,2.6529
2835.2,20.4807,2.62131
2835.3,20.493,2.66917
2835.4,20.4866,2.64797
2835.5,20.4745,2.65112
2835.6,20.4726,2.65658
2835.7,20.5125,2.6529
2835.8,20.4939,2.67059
2835.9,20.5067,2.67678
2836,20.4626,2.66565
2836.1,20.5124,2.63917
2836.2,20.4805,2.63549
2836.3,20.49,2.66674
2836.4,20.4973,2.6294
2836.5,20.5068,2.65965
2836.6,20.4877,2.66549
2836.7,20.5009,2.67228
2836.8,20.5029,2.68511
2836.9,20.4957,2.65114
2837,20.4947,2.66833
2837.1,20.4636,2.66009
2837.2,20.4586,2.66566
2837.3,20.4663,2.65846
2837.4,20.4782,2.66251
2837.5,20.4506,2.64106
2837.6,20.4625,2.65738
2837.7,20.4634,2.67076
2837.8,20.5006,2.64815
2837.9,20.4594,2.65255
2838,20.416,2.62986
2838.1,20.4362,2.66754
2838.2,20.4665,2.65623
2838.3,20.4738,2.65828
2838.4,20.4746,2.63155
2838.5,20.4322,2.66798
2838.6,20.4386,2.63899
2838.7,20.4657,2.64852
2838.8,20.4758,2.6696
2838.9,20.4721,2.67865
2839,20.45,2.66816
2839.1,20.4578,2.65409
2839.2,20.4296,2.65557
2839.3,20.4435,2.6399
2839.4,20.4487,2.65739
2839.5,20.44,2.65165
2839.6,20.4221,2.65811
2839.7,20.4469,2.64508
2839.8,20.4579,2.66475
2839.9,20.443,2.63388
2840,20.4478,2.66089
2840.1,20.4322,2.65731
2840.2,20.454,2.62482
2840.3,20.4547,2.65749
2840.4,20.4515,2.63371
2840.5,20.4398,2.65687
2840.6,20.4437,2.66895
2840.7,20.419,2.67237
2840.8,20.4239,2.63163
2840.9,20.4501,2.65452
2841,20.4336,2.67003
2841.1,20.451,2.66781
2841.2,20.421,2.67211
2841.3,20.4398,2.62708
2841.4,20.4186,2.65506
2841.5,20.449,2.66439
2841.6,20.4359,2.6416
2841.7,20.436,2.64768
2841.8,20.4365,2.64087
2841.9,20.4596,2.66152
2842,20.4635,2.66357
2842.1,20.4316,2.66357
2842.2,20.4447,2.66878
2842.3,20.428,2.64257
2842.4,20.4349,2.66582
2842.5,20.4465,2.66681
2842.6,20.4316,2.64484
2842.7,20.4136,2.6593
2842.8,20.4322,2.65649
2842.9,20.4102,2.66232
2843,20.4362,2.66329
2843.1,20.4227,2.64063
2843.2,20.4042,2.66611
2843.3,20.4353,2.66439
2843.4,20.415,2.64529
2843.5,20.4288,2.65561
2843.6,20.4291,2.65577
2843.7,20.4281,2.62912
2843.8,20.4142,2.65074
2843.9,20.4217,2.6546
2844,20.404,2.66304
2844.1,20.4056,2.64528
2844.2,20.4103,2.65658
2844.3,20.3985,2.65623
2844.4,20.4109,2.6242
2844.5,20.4186,2.66249
2844.6,20.4115,2.64341
2844.7,20.4007,2.64922
2844.8,20.4115,2.65946
2844.9,20.4152,2.65363
2845,20.4144,2.64473
2845.1,20.4095,2.67678
2845.2,20.3972,2.64869
2845.3,20.4169,2.67515
2845.4,20.3819,2.65085
2845.5,20.3978,2.65041
2845.6,20.3733,2.65533
2845.7,20.3796,2.63639
2845.8,20.406,2.66333
2845.9,20.3938,2.64098
2846,20.3926,2.64831
2846.1,20.3971,2.6432
2846.2,20.3837,2.65325
2846.3,20.374,2.65981
2846.4,20.3967,2.6335
2846.5,20.3699,2.64584
2846.6,20.4069,2.66054
2846.7,20.3621,2.63782
2846.8,20.3826,2.64375
2846.9,20.4016,2.66618
2847,20.4008,2.6486
2847.1,20.4009,2.65344
2847.2,20.3721,2.66054
2847.3,20.4048,2.63445
2847.4,20.3904,2.653
2847.5,20.3722,2.63485
2847.6,20.3693,2.66038
2847.7,20.3766,2.6336
2847.8,20.3539,2.6451
2847.9,20.3534,2.64931
2848,20.3768,2.62815
2848.1,20.396,2.65345
2848.2,20.4034,2.65182
2848.3,20.3572,2.62724
2848.4,20.3882,2.65498
2848.5,20.3755,2.62799
2848.6,20.3827,2.65022
2848.7,20.3902,2.64404
2848.8,20.3924,2.63926
2848.9,20.3913,2.64104
2849,20.3582,2.60831
2849.1,20.3792,2.64393
2849.2,20.3899,2.61737
2849.3,20.3863,2.61289
2849.4,20.3763,2.61038
2849.5,20.3627,2.64609
2849.6,20.3566,2.64761
2849.7,20.3768,2.65498
2849.8,20.3627,2.65057
2849.9,20.3459,2.65436
2850,20.361,2.63377
2850.1,20.3847,2.6382
2850.2,20.3656,2.6406
2850.3,20.3782,2.6425
2850.4,20.3735,2.64915
2850.5,20.3772,2.64144
2850.6,20.3691,2.64195
2850.7,20.3796,2.61251
2850.8,20.3719,2.65012
2850.9,20.3845,2.64007
2851,20.3802,2.65731
2851.1,20.3452,2.65022
2851.2,20.3758,2.63037
2851.3,20.3746,2.6406
2851.4,20.3437,2.6468
2851.5,20.3524,2.63469
2851.6,20.3572,2.64349
2851.7,20.3501,2.64115
2851.8,20.3703,2.61853
2851.9,20.3566,2.64545
2852,20.3606,2.64037
2852.1,20.3596,2.62697
2852.2,20.3401,2.63934
2852.3,20.34,2.6416
2852.4,20.3324,2.64393
2852.5,20.3515,2.62446
2852.6,20.3368,2.62822
2852.7,20.3446,2.63756
2852.8,20.3614,2.65255
2852.9,20.3524,2.64545
2853,20.3268,2.63218
2853.1,20.3441,2.62374
2853.2,20.3317,2.64404
2853.3,20.3397,2.64177
2853.4,20.3479,2.6451
2853.5,20.3388,2.62929
2853.6,20.314,2.64036
2853.7,20.3626,2.63972
2853.8,20.3171,2.64103
2853.9,20.3485,2.65487
2854,20.3275,2.62878
2854.1,20.3261,2.64598
2854.2,20.324,2.65455
2854.3,20.3491,2.63309
2854.4,20.3483,2.64195
2854.5,20.3242,2.61335
2854.6,20.3335,2.63315
2854.7,20.3423,2.62445
2854.8,20.3288,2.63423
2854.9,20.3439,2.6389
2855,20.3326,2.6432
2855.1,20.3227,2.6637
2855.2,20.3225,2.63282
2855.3,20.3428,2.65984
2855.4,20.3416,2.62078
2855.5,20.3317,2.61165
2855.6,20.3174,2.64161
2855.7,20.3278,2.64257
2855.8,20.3436,2.62635
2855.9,20.3318,2.61305
2856,20.3255,2.6512
2856.1,20.3461,2.61459
2856.2,20.3444,2.64042
2856.3,20.3511,2.6188
2856.4,20.317,2.62822
2856.5,20.3084,2.63955
2856.6,20.3056,2.63791
2856.7,20.338,2.626
2856.8,20.3126,2.62213
2856.9,20.3394,2.63631
2857,20.3475,2.62321
2857.1,20.3142,2.64393
2857.2,20.341,2.61118
2857.3,20.3307,2.64341
2857.4,20.3216,2.60313
2857.5,20.302,2.6074
2857.6,20.3262,2.63218
2857.7,20.315,2.62366
2857.8,20.3071,2.61755
2857.9,20.328,2.6162
2858,20.323,2.63747
2858.1,20.3138,2.61529
2858.2,20.3225,2.61127
2858.3,20.3077,2.60489
2858.4,20.3068,2.62231
2858.5,20.3174,2.62867
2858.6,20.306,2.62894
2858.7,20.3125,2.62794
2858.8,20.3216,2.63639
2858.9,20.3113,2.63452
2859,20.3092,2.63002
2859.1,20.3332,2.62026
2859.2,20.3051,2.65506
2859.3,20.3098,2.63979
2859.4,20.3173,2.63533
2859.5,20.3182,2.64626
2859.6,20.3133,2.62366
2859.7,20.3166,2.57527
2859.8,20.3154,2.59054
2859.9,20.2927,2.6208
2860,20.3068,2.63326
2860.1,20.3039,2.6057
2860.2,20.3044,2.63496
2860.3,20.3084,2.62193
2860.4,20.2695,2.63372
2860.5,20.3051,2.62466
2860.6,20.3169,2.63739
2860.7,20.2982,2.62105
2860.8,20.3074,2.63917
2860.9,20.3108,2.61783
2861,20.3074,2.62123
2861.1,20.3068,2.6336
2861.2,20.3,2.62385
2861.3,20.285,2.62848
2861.4,20.2912,2.62724
2861.5,20.2897,2.60267
2861.6,20.2838,2.59728
2861.7,20.3048,2.64885
2861.8,20.309,2.62401
2861.9,20.2991,2.61556
2862,20.2886,2.63207
2862.1,20.3084,2.63269
2862.2,20.2925,2.63156
2862.3,20.2939,2.62679
2862.4,20.2713,2.60831
2862.5,20.2557,2.64115
2862.6,20.2598,2.60893
2862.7,20.2886,2.62061
2862.8,20.2829,2.62555
2862.9,20.2821,2.63855
2863,20.2763,2.61494
2863.1,20.2756,2.58551
2863.2,20.2897,2.6058
2863.3,20.2766,2.60875
2863.4,20.2714,2.61205
2863.5,20.2764,2.61637
2863.6,20.2846,2.61205
2863.7,20.2655,2.59708
2863.8,20.3,2.6231
2863.9,20.3015,2.60866
2864,20.2669,2.62643
2864.1,20.2929,2.62861
2864.2,20.2602,2.59072
2864.3,20.274,2.62142
2864.4,20.2801,2.58578
2864.5,20.2642,2.61981
2864.6,20.2581,2.61404
2864.7,20.2708,2.61699
2864.8,20.2794,2.60518
2864.9,20.2665,2.60375
2865,20.2863,2.63701
2865.1,20.2811,2.60886
2865.2,20.2636,2.61764
2865.3,20.2634,2.63353
2865.4,20.2592,2.62698
2865.5,20.2457,2.63379
2865.6,20.2568,2.62986
2865.7,20.2684,2.63026
2865.8,20.2731,2.62526
2865.9,20.2639,2.62733
2866,20.2514,2.62113
2866.1,20.2686,2.58505
2866.2,20.2631,2.62931
2866.3,20.2673,2.62304
2866.4,20.2387,2.60273
2866.5,20.2697,2.61648
2866.6,20.2709,2.60167
2866.7,20.2624,2.62491
2866.8,20.2657,2.62599
2866.9,20.2516,2.60121
2867,20.2621,2.62813
2867.1,20.2586,2.60013
2867.2,20.2721,2.61216
2867.3,20.2502,2.6092
2867.4,20.2556,2.61272
2867.5,20.2693,2.6276
2867.6,20.2688,2.61386
2867.7,20.2635,2.61197
2867.8,20.2407,2.61081
2867.9,20.2551,2.64411
2868,20.245,2.61594
2868.1,20.2471,2.611
2868.2,20.2506,2.59907
2868.3,20.252,2.62499
2868.4,20.2575,2.59349
2868.5,20.2393,2.60696
2868.6,20.2449,2.63047
2868.7,20.2321,2.59224
2868.8,20.2765,2.6048
2868.9,20.2475,2.62374
2869,20.2675,2.61907
2869.1,20.2317,2.6076
2869.2,20.23,2.62804
2869.3,20.2384,2.60381
2869.4,20.2493,2.60337
2869.5,20.2499,2.61818
2869.6,20.2231,2.60588
2869.7,20.2368,2.60456
2869.8,20.2372,2.63586
2869.9,20.2254,2.57168
2870,20.2493,2.59554
2870.1,20.2368,2.61378
2870.2,20.2604,2.60013
2870.3,20.2262,2.60427
2870.4,20.2041,2.61402
2870.5,20.2368,2.60608
2870.6,20.2065,2.60893
2870.7,20.2312,2.61035
2870.8,20.2229,2.62339
2870.9,20.2193,2.59746
2871,20.2271,2.60022
2871.1,20.2364,2.59468
2871.2,20.2297,2.60822
2871.3,20.2358,2.61118
2871.4,20.2243,2.6084
2871.5,20.2267,2.60329
2871.6,20.2141,2.59367
2871.7,20.2215,2.59503
2871.8,20.2045,2.60569
2871.9,20.2344,2.58703
2872,20.2297,2.58867
2872.1,20.2261,2.59843
2872.2,20.2237,2.61108
2872.3,20.2318,2.60483
2872.4,20.2225,2.61073
2872.5,20.2036,2.59287
2872.6,20.2103,2.60267
2872.7,20.2016,2.60319
2872.8,20.2182,2.60364
2872.9,20.2324,2.60928
2873,20.2253,2.64063
2873.1,20.2154,2.60822
2873.2,20.2085,2.59378
2873.3,20.2405,2.61359
2873.4,20.2324,2.58282
2873.5,20.2089,2.59171
2873.6,20.2087,2.59387
2873.7,20.2132,2.59196
2873.8,20.2103,2.60041
2873.9,20.2257,2.59298
2874,20.2156,2.58049
2874.1,20.2156,2.59673
2874.2,20.2125,2.60848
2874.3,20.1987,2.60892
2874.4,20.2048,2.60399
2874.5,20.1972,2.58829
2874.6,20.1875,2.60024
2874.7,20.2222,2.60462
2874.8,20.2016,2.59519
2874.9,20.1847,2.61334
2875,20.2259,2.58192
2875.1,20.1915,2.59565
2875.2,20.1969,2.61181
2875.3,20.2065,2.60195
2875.4,20.2276,2.58363
2875.5,20.1971,2.60077
2875.6,20.2,2.60086
2875.7,20.182,2.60841
2875.8,20.1706,2.59638
2875.9,20.1989,2.59242
2876,20.2103,2.60148
2876.1,20.1898,2.58311
2876.2,20.172,2.59001
2876.3,20.2079,2.60562
2876.4,20.1871,2.60625
2876.5,20.1814,2.58993
2876.6,20.1748,2.59797
2876.7,20.1774,2.5759
2876.8,20.1725,2.60303
2876.9,20.2052,2.61189
2877,20.1848,2.60264
2877.1,20.1909,2.58282
2877.2,20.1862,2.58929
2877.3,20.1818,2.60213
2877.4,20.1984,2.60024
2877.5,20.1983,2.59656
2877.6,20.1855,2.59429
2877.7,20.188,2.58562
2877.8,20.2189,2.59367
2877.9,20.1695,2.58929
2878,20.1783,2.604
2878.1,20.1907,2.58732
2878.2,20.1764,2.59213
2878.3,20.1891,2.60822
2878.4,20.2081,2.60156
2878.5,20.1633,2.59737
2878.6,20.1721,2.58578
2878.7,20.1899,2.58435
2878.8,20.1624,2.59314
2878.9,20.1826,2.60661
2879,20.1989,2.60597
2879.1,20.1865,2.5943
2879.2,20.1729,2.59654
2879.3,20.1824,2.59027
2879.4,20.1646,2.55805
2879.5,20.1838,2.57798
2879.6,20.147,2.59621
2879.7,20.1569,2.61208
2879.8,20.1969,2.59689
2879.9,20.1663,2.56594
2880,20.1538,2.58571
2880.1,20.1553,2.60421
2880.2,20.165,2.56101
2880.3,20.1659,2.60928
2880.4,20.1869,2.60015
2880.5,20.1861,2.59405
2880.6,20.1788,2.55858
2880.7,20.1656,2.57941
2880.8,20.1701,2.58454
2880.9,20.1623,2.57652
2881,20.1678,2.59082
2881.1,20.151,2.60733
2881.2,20.1487,2.59054
2881.3,20.1521,2.58362
2881.4,20.1552,2.58022
2881.5,20.1769,2.58508
2881.6,20.1648,2.5839
2881.7,20.1623,2.60483
2881.8,20.1578,2.6024
2881.9,20.1413,2.59134
2882,20.1475,2.59592
2882.1,20.169,2.57077
2882.2,20.1403,2.59332
2882.3,20.1293,2.57733
2882.4,20.1291,2.59735
2882.5,20.1251,2.57635
2882.6,20.1543,2.59226
2882.7,20.1542,2.59422
2882.8,20.1457,2.59389
2882.9,20.1591,2.61272
2883,20.1642,2.58657
2883.1,20.1437,2.5961
2883.2,20.1612,2.5996
2883.3,20.1221,2.58095
2883.4,20.1282,2.58174
2883.5,20.1602,2.56567
2883.6,20.1458,2.59116
2883.7,20.1486,2.57906
2883.8,20.1316,2.59405
2883.9,20.1458,2.59819
2884,20.1195,2.59314
2884.1,20.1306,2.59735
2884.2,20.131,2.57798
2884.3,20.1251,2.60948
2884.4,20.1255,2.59162
2884.5,20.1309,2.58238
2884.6,20.1445,2.58271
2884.7,20.1346,2.5462
2884.8,20.1248,2.57015
2884.9,20.1267,2.58543
2885,20.1191,2.58616
2885.1,20.1161,2.56147
2885.2,20.1165,2.58578
2885.3,20.1415,2.6084
2885.4,20.1275,2.59127
2885.5,20.0799,2.57466
2885.6,20.116,2.55904
2885.7,20.1116,2.57903
2885.8,20.1369,2.57816
2885.9,20.1074,2.56952
2886,20.1345,2.58999
2886.1,20.1246,2.60456
2886.2,20.1362,2.56826
2886.3,20.1118,2.57672
2886.4,20.1083,2.59241
2886.5,20.1335,2.57763
2886.6,20.1156,2.57582
2886.7,20.1037,2.60159
2886.8,20.1032,2.56101
2886.9,20.0951,2.59242
2887,20.1173,2.57287
2887.1,20.1177,2.57401
2887.2,20.0988,2.56772
2887.3,20.0921,2.59378
2887.4,20.1092,2.5813
2887.5,20.1115,2.59214
2887.6,20.106,2.5979
2887.7,20.1263,2.55893
2887.8,20.0919,2.60121
2887.9,20.1135,2.56344
2888,20.1155,2.56901
2888.1,20.1073,2.56244
2888.2,20.0947,2.57304
2888.3,20.0914,2.56629
2888.4,20.0769,2.55598
2888.5,20.0916,2.59055
2888.6,20.1096,2.56899
2888.7,20.0941,2.58849
2888.8,20.0865,2.60445
2888.9,20.1053,2.58084
2889,20.0812,2.59581
2889.1,20.0928,2.55499
2889.2,20.1005,2.55856
2889.3,20.1063,2.54064
2889.4,20.053,2.5655
2889.5,20.0753,2.55291
2889.6,20.0814,2.56532
2889.7,20.0945,2.5715
2889.8,20.111,2.56747
2889.9,20.0696,2.57482
2890,20.0825,2.5847
2890.1,20.0948,2.57879
2890.2,20.0909,2.56191
2890.3,20.0755,2.58605
2890.4,20.0795,2.56414
2890.5,20.0772,2.56539
2890.6,20.0652,2.58589
2890.7,20.0852,2.5752
2890.8,20.0667,2.56583
2890.9,20.0693,2.56577
2891,20.0778,2.53797
2891.1,20.0866,2.56452
2891.2,20.0484,2.58794
2891.3,20.0797,2.56515
2891.4,20.0643,2.56379
2891.5,20.0376,2.56182
2891.6,20.0851,2.57295
2891.7,20.0527,2.57482
2891.8,20.0618,2.5672
2891.9,20.0734,2.53731
2892,20.0522,2.57401
2892.1,20.0755,2.57652
2892.2,20.0703,2.57377
2892.3,20.0359,2.56971
2892.4,20.0506,2.5857
2892.5,20.0514,2.53122
2892.6,20.0467,2.56522
2892.7,20.0391,2.58487
2892.8,20.0654,2.57439
2892.9,20.0609,2.56136
2893,20.0621,2.55686
2893.1,20.0581,2.52889
2893.2,20.0784,2.55051
2893.3,20.0532,2.56101
2893.4,20.0869,2.55761
2893.5,20.0395,2.56316
2893.6,20.0254,2.57725
2893.7,20.0502,2.55455
2893.8,20.0542,2.57106
2893.9,20.0395,2.55761
2894,20.0464,2.52997
2894.1,20.0691,2.56507
2894.2,20.0479,2.57258
2894.3,20.0238,2.53715
2894.4,20.0576,2.57249
2894.5,20.0469,2.55607
2894.6,20.0566,2.56261
2894.7,20.0481,2.55399
2894.8,20.0284,2.57903
2894.9,20.0316,2.56282
2895,20.0421,2.56549
2895.1,20.0367,2.56837
2895.2,20.0308,2.57366
2895.3,20.0325,2.54235
2895.4,20.012,2.55399
2895.5,20.0282,2.55527
2895.6,20.0471,2.54245
2895.7,20.0433,2.5601
2895.8,20.0176,2.57368
2895.9,20.0375,2.53087
2896,20.0376,2.55051
2896.1,20.0218,2.55635
2896.2,20.0135,2.56209
2896.3,20.0059,2.55391
2896.4,20.0384,2.53321
2896.5,20.0307,2.57185
2896.6,20.0265,2.56557
2896.7,20.0131,2.55465
2896.8,20.0171,2.52629
2896.9,20.0212,2.53345
2897,20.0286,2.54701
2897.1,20.0299,2.55472
2897.2,20.0135,2.55221
2897.3,20.0033,2.54342
2897.4,20.0282,2.53669
2897.5,20.0397,2.51068
2897.6,20.0429,2.53543
2897.7,20.0408,2.56621
2897.8,19.9776,2.55589
2897.9,20.01,2.5305
2898,20.0047,2.56074
2898.1,20.0171,2.51568
2898.2,20.0157,2.57357
